id,Name Franchise,Address,Description,Category,Number Whatsapp,Type Franchise,Facility,Price,Popularity Score,Target Market,Market Size,Risk rate (1-10),Return of Investment% (ROI) ((pendapatan-harga(investasi))/(harga(investasi))×100%,Pendapatan/3bulan,user potential,market share (Penjualan Perusahaan/Total Penjualan Pasar),harga jual produk,kuantitas pembelian/tahun,,
287,Incredible Concrete Ball,Carson City,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Hotel & Motel,+62 744-109-7524,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp55,100,000",1,Family,"Rp140,962,500",2,27%,"Rp70,000,000",18795,5.00%,"Rp50,000",3,,
288,Tasty Plastic Table,Treutelside,The Football Is Good For Training And Recreational Purposes,Education,+62 505-597-1544,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp155,900,000",10,"Workers, college student","Rp295,911,000",4,-94%,"Rp10,000,000",32879,3%,"Rp100,000",3,,
289,Gorgeous Granite Keyboard,West Lauren,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beverages,+62 825-080-7189,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp240,000,000",4,Workers,"Rp67,200,000",2,-21%,"Rp190,000,000",8000,8.00%,"Rp35,000",3,,
290,Refined Concrete Pants,Silver Spring,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Education,+62 779-646-9147,Kios,"Rental of location for one year, Venue Renovation, 2 AutoClean Waterless Outlets, 1 Autoclean WaterlessPlus Outlet, Outlet Setting Creation, End To End, Integrated System, Employee Training, Grand Opening Promo","Rp27,100,000",2,Workers,"Rp13,500,000",6,121%,"Rp60,000,000",3000,5.00%,"Rp30,000",3,,
291,Licensed Wooden Chair,Fort Schuylerbury,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beverages,+62 188-712-9563,Outlet,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp189,500,000",1,Family,"Rp900,000,000",8,6%,"Rp200,000,000",150000,10.00%,"Rp30,000",2,,
292,Sleek Cotton Hat,Olympia,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Lifestyle & Sport,+62 300-113-5185,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp450,000,000",3,Junior high school students,"Rp72,000,000",7,-34%,"Rp297,000,000",30000,3.00%,"Rp20,000",4,,
293,Small Cotton Table,Port Neva,The Football Is Good For Training And Recreational Purposes,Beverages,+62 683-516-1915,Resto,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp78,200,000",4,All ages,"Rp4,500,000,000",4,-36%,"Rp50,000,000",100000,12.00%,"Rp75,000",5,,
294,Modern Soft Shirt,Randyfield,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Restaurant,+62 707-691-9475,Kios,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp129,000,000",10,students,"Rp367,392,000",6,-22%,"Rp100,000,000",15308,8.00%,"Rp75,000",4,,
295,Refined Cotton Keyboard,Johnshaven,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Beauty & Healthcare,+62 157-829-7303,Stand,"Business strategy consultations, Market analysis reports, Legal advisory service, Financial planning assistance
Staff training programs, Customized consulting sessions, Branding and marketing strategies, Access to industry experts, Networking opportunities, Regulatory compliance guidance","Rp15,000,000",4,workers,"Rp112,301,100",2,67%,"Rp25,000,000",41593,3.00%,"Rp15,000",6,,
296,Sleek Concrete Fish,Port Josefina,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Hotel & Motel,+62 777-720-8818,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp30,000,000",3,Workers,"Rp5,850,000",4,200%,"Rp90,000,000",3000,5.00%,"Rp13,000",3,,
297,Oriental Frozen Tuna,Rowefort,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beverages,+62 097-029-2567,Resto,"Rental of location for one year, Venue Renovation, Premium Wash N Wax, Full Salon, Exterior Detailing, Interior Detailing, Engine Detailing, Nano Ceramic Coating, Car Fogging, Nano Ceramic Maintenance, Glas Coating","Rp295,000,000",2,Workers,"Rp56,128,800",4,-15%,"Rp250,000,000",6682,3.00%,"Rp70,000",4,,
298,Fantastic Fresh Soap,Zulaufville,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Car Wash,+62 527-856-2736,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp120,630,000",2,Family,"Rp1,800,000,000",7,-79%,"Rp25,000,000",100000,3.00%,"Rp100,000",6,,
299,Rustic Rubber Chicken,Fort Casandra,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Education,+62 673-999-3715,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp55,100,000",9,Family,"Rp144,060,000",8,-9%,"Rp50,000,000",7203,10.00%,"Rp20,000",10,,
300,Practical Frozen Bacon,Port Abbeyborough,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Education,+62 116-111-6233,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp175,000,000",3,"Workers, college student","Rp90,921,600",5,29%,"Rp225,000,000",6314,6.00%,"Rp20,000",12,,
301,Incredible Wooden Keyboard,Lake Erica,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Restaurant,+62 150-262-0352,Resto,"Rental of location for one year, Venue Renovation, 2 AutoClean Waterless Outlets, 1 Autoclean WaterlessPlus Outlet, Outlet Setting Creation, End To End, Integrated System, Employee Training, Grand Opening Promo","Rp84,500,000",5,All ages,"Rp30,000,000",7,48%,"Rp125,000,000",7500,4.00%,"Rp20,000",5,,
302,Intelligent Soft Computer,Fort Ambermouth,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Beverages,+62 664-711-1327,Stand,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp90,800,000",3,Workers,"Rp315,000,000",3,-72%,"Rp25,000,000",150000,3.00%,"Rp35,000",2,,
303,Ergonomic Wooden Bacon,Dickinsonfort,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Lifestyle & Sport,+62 729-224-7634,Kios,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp102,000,000",6,"Workers, college student","Rp840,000,000",6,-2%,"Rp100,000,000",100000,6.00%,"Rp20,000",7,,
304,Refined Rubber Shirt,Lake Bennyfort,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Beverages,+62 578-915-0794,Store,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp250,000,000",7,Junior high school students,"Rp257,947,200",2,-52%,"Rp120,000,000",11942,2.00%,"Rp120,000",9,,
305,Intelligent Granite Ball,North Bryontown,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Fast Food,+62 062-678-5543,Resto,"Reservation system, Interior design support, Staff training, Branding materials, Marketing collateral, Operational manuals, Exclusive amenities, Quality control standards, Centralized booking system, Customer feedback management","Rp100,970,000",3,Elementary school student,"Rp17,939,250",5,32%,"Rp133,000,000",7973,5.00%,"Rp15,000",3,,
306,Licensed Cotton Pants,Fort Evan,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Restaurant,+62 855-299-3218,Kios,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp100,000,000",8,Junior high school students,"Rp117,072,000",4,-43%,"Rp57,000,000",27100,12.00%,"Rp12,000",3,,
307,Bespoke Soft Chicken,Fort Mauriciobury,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Beverages,+62 005-894-1972,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp67,700,000",10,High school students,"Rp38,337,600",3,417%,"Rp350,000,000",7987,3.00%,"Rp20,000",8,,
308,Handmade Wooden Computer,Reno,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Restaurant,+62 648-481-8882,Store,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp69,800,000",6,"High school students, College student","Rp16,875,000,000",3,-28%,"Rp50,000,000",50000,30.00%,"Rp75,000",15,,
309,Elegant Rubber Fish,Fort Jazlyn,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Fast Food,+62 229-915-3255,Stand,"Machinery and equipment, Operational training, Production efficiency consultation, Quality control standards, Supply chain management support, Packaging materials, Branding and marketing assistance, Logistics and expedition coordination, Occupational health and safety guidelines, Regulatory compliance guidance","Rp129,000,000",4,"Workers, family","Rp36,000,000",2,-61%,"Rp50,000,000",5000,6.00%,"Rp30,000",4,,
310,Handmade Plastic Car,Cristinamouth,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Electronic,+62 375-094-2594,Kios,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp350,000,000",2,Workers,"Rp672,000,000",3,-91%,"Rp30,000,000",8000,7.00%,"Rp200,000",6,,
311,Sleek Fresh Towels,North Leestad,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Education,+62 188-823-6640,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp130,490,000",7,"Workers, college student","Rp37,759,400",7,-16%,"Rp110,000,000",26971,2.00%,"Rp35,000",2,,
312,Recycled Soft Bike,Murrayfurt,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Lifestyle & Sport,+62 949-657-5956,Store,"Comprehensive Training Programs, Exclusive Product Lines and Suppliers, Store Design and Visual Merchandising Assistance, Inventory Management Solutions, Marketing and Advertising Support, E-commerce Integration, Financial and Business Planning Assistance","Rp365,010,000",10,Middle-aged,"Rp188,724,000",2,-97%,"Rp11,000,000",31454,2.00%,"Rp100,000",3,,
313,Gorgeous Metal Towels,Lake Garnetside,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Hotel & Motel,+62 684-812-1111,Minimarket,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp240,000,000",2,College students,"Rp315,000,000",7,-29%,"Rp170,000,000",10000,7.00%,"Rp150,000",3,,
314,Recycled Granite Pizza,Josephineworth,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Restaurant,+62 369-263-4453,Stand,"Inventory management, Point-of-sale systems, Visual merchandising support, Marketing and promotional materials, Staff training programs, Exclusive product suppliers, Store layout and design assistance, E-commerce integration, Loyalty programs, Business analytics and reporting tools","Rp100,000,000",2,Below elementary students,"Rp8,100,000,000",2,50%,"Rp150,000,000",150000,6.00%,"Rp75,000",12,,
315,Generic Plastic Bacon,Juliushaven,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Beverages,+62 443-783-0965,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp21,500,000",8,College students,"Rp501,304,500",2,830%,"Rp200,000,000",6553,9.00%,"Rp50,000",17,,
316,Handcrafted Granite Ball,Jeromeville,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fast Food,+62 043-311-2990,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp27,000,000",6,High school students,"Rp259,144,200",4,1011%,"Rp300,000,000",41134,3.00%,"Rp35,000",6,,
317,Bespoke Plastic Soap,Fort Elisa,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Cleaning services,+62 533-815-3484,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp202,100,000",2,College students,"Rp7,000,000,000",5,-60%,"Rp80,000,000",100000,7.00%,"Rp100,000",10,,
